States,year,quarter,brand,user_counts,percentage
Haryana,2021,3,Realme,781719,7%
Haryana,2021,3,Apple,467144,4%
Haryana,2021,3,OnePlus,210246,2%
Haryana,2021,3,Motorola,168742,1%
Haryana,2021,3,Huawei,153598,1%
Haryana,2021,3,Tecno,134477,1%
Haryana,2021,3,Others,764739,7%
Haryana,2021,4,Xiaomi,2742821,23%
Haryana,2021,4,Vivo,2569078,21%
Haryana,2021,4,Samsung,2176063,18%
Haryana,2021,4,Oppo,1697572,14%
Haryana,2021,4,Realme,916660,8%
Haryana,2021,4,Apple,529430,4%
Haryana,2021,4,OnePlus,238331,2%
Haryana,2021,4,Motorola,170147,1%
Haryana,2021,4,Tecno,156987,1%
Haryana,2021,4,Huawei,147354,1%
Haryana,2021,4,Others,771996,6%
Haryana,2022,1,Xiaomi,2837979,22%
Haryana,2022,1,Vivo,2767906,22%
Haryana,2022,1,Samsung,2259241,18%
Haryana,2022,1,Oppo,1825605,14%
Haryana,2022,1,Realme,1043668,8%
Haryana,2022,1,Apple,578053,4%
Haryana,2022,1,OnePlus,267015,2%
Haryana,2022,1,Tecno,184983,1%
Haryana,2022,1,Motorola,170641,1%
Haryana,2022,1,Huawei,145049,1%
Haryana,2022,1,Others,786848,6%
Himachal Pradesh,2018,1,Xiaomi,63002,28%
Himachal Pradesh,2018,1,Samsung,36283,16%
Himachal Pradesh,2018,1,Vivo,20480,9%
Himachal Pradesh,2018,1,Oppo,20074,9%
Himachal Pradesh,2018,1,Realme,10722,5%
Himachal Pradesh,2018,1,Apple,7525,3%
Himachal Pradesh,2018,1,Motorola,7048,3%
Himachal Pradesh,2018,1,Micromax,6997,3%
Himachal Pradesh,2018,1,Lenovo,5750,3%
Himachal Pradesh,2018,1,Gionee,5569,2%
Himachal Pradesh,2018,1,Others,43923,19%
Himachal Pradesh,2018,2,Xiaomi,89506,28%
Himachal Pradesh,2018,2,Samsung,49124,16%
Himachal Pradesh,2018,2,Vivo,29637,9%
Himachal Pradesh,2018,2,Oppo,28884,9%
Himachal Pradesh,2018,2,Realme,14951,5%
Himachal Pradesh,2018,2,Apple,9926,3%
Himachal Pradesh,2018,2,Motorola,9613,3%
Himachal Pradesh,2018,2,Micromax,9566,3%
Himachal Pradesh,2018,2,Lenovo,7690,2%
Himachal Pradesh,2018,2,Gionee,7275,2%
Himachal Pradesh,2018,2,Others,59127,19%
Himachal Pradesh,2018,3,Xiaomi,119009,29%
Himachal Pradesh,2018,3,Samsung,63923,16%
Himachal Pradesh,2018,3,Vivo,41723,10%
Himachal Pradesh,2018,3,Oppo,39284,10%
Himachal Pradesh,2018,3,Realme,19585,5%
Himachal Pradesh,2018,3,Motorola,12222,3%
Himachal Pradesh,2018,3,Apple,12074,3%
Himachal Pradesh,2018,3,Micromax,10555,3%
Himachal Pradesh,2018,3,Gionee,8800,2%
Himachal Pradesh,2018,3,Lenovo,8462,2%
Himachal Pradesh,2018,3,Others,71997,18%
Himachal Pradesh,2018,4,Xiaomi,155301,30%
Himachal Pradesh,2018,4,Samsung,82316,16%
Himachal Pradesh,2018,4,Vivo,57665,11%
Himachal Pradesh,2018,4,Oppo,53543,10%
Himachal Pradesh,2018,4,Realme,25714,5%
Himachal Pradesh,2018,4,Apple,15419,3%
Himachal Pradesh,2018,4,Motorola,15298,3%
Himachal Pradesh,2018,4,Micromax,11894,2%
Himachal Pradesh,2018,4,Lenovo,10676,2%
Himachal Pradesh,2018,4,Lava,10441,2%
Himachal Pradesh,2018,4,Others,88076,17%
Himachal Pradesh,2019,1,Xiaomi,194324,30%
Himachal Pradesh,2019,1,Samsung,100938,15%
Himachal Pradesh,2019,1,Vivo,74159,11%
Himachal Pradesh,2019,1,Oppo,69132,11%
Himachal Pradesh,2019,1,Realme,31948,5%
Himachal Pradesh,2019,1,Apple,18364,3%
Himachal Pradesh,2019,1,Motorola,17796,3%
Himachal Pradesh,2019,1,Micromax,14398,2%
Himachal Pradesh,2019,1,Lava,13189,2%
Himachal Pradesh,2019,1,Lenovo,12312,2%
Himachal Pradesh,2019,1,Others,106645,16%
Himachal Pradesh,2019,2,Xiaomi,230589,30%
Himachal Pradesh,2019,2,Samsung,119387,15%
Himachal Pradesh,2019,2,Vivo,90320,12%
Himachal Pradesh,2019,2,Oppo,84572,11%
Himachal Pradesh,2019,2,Realme,38005,5%
Himachal Pradesh,2019,2,Apple,21238,3%
Himachal Pradesh,2019,2,Motorola,20278,3%
Himachal Pradesh,2019,2,Micromax,15816,2%
Himachal Pradesh,2019,2,Lava,15031,2%
Himachal Pradesh,2019,2,Gionee,14637,2%
Himachal Pradesh,2019,2,Others,122730,16%
Himachal Pradesh,2019,3,Xiaomi,263685,30%
Himachal Pradesh,2019,3,Samsung,132840,15%
Himachal Pradesh,2019,3,Vivo,105663,12%
Himachal Pradesh,2019,3,Oppo,97560,11%
Himachal Pradesh,2019,3,Realme,44753,5%
Himachal Pradesh,2019,3,Apple,23709,3%
Himachal Pradesh,2019,3,Motorola,21767,2%
Himachal Pradesh,2019,3,Micromax,17578,2%
Himachal Pradesh,2019,3,Lava,17474,2%
Himachal Pradesh,2019,3,Gionee,16473,2%
Himachal Pradesh,2019,3,Others,134682,15%
Himachal Pradesh,2019,4,Xiaomi,297684,30%
Himachal Pradesh,2019,4,Samsung,148745,15%
Himachal Pradesh,2019,4,Vivo,122794,12%
Himachal Pradesh,2019,4,Oppo,112857,11%
Himachal Pradesh,2019,4,Realme,53624,5%
Himachal Pradesh,2019,4,Apple,25839,3%
Himachal Pradesh,2019,4,Motorola,23421,2%
Himachal Pradesh,2019,4,Lava,19583,2%
Himachal Pradesh,2019,4,Micromax,18835,2%
Himachal Pradesh,2019,4,Gionee,18172,2%
Himachal Pradesh,2019,4,Others,144391,15%
Himachal Pradesh,2020,1,Xiaomi,333918,30%
Himachal Pradesh,2020,1,Samsung,165251,15%
Himachal Pradesh,2020,1,Vivo,142220,13%
Himachal Pradesh,2020,1,Oppo,129752,12%
Himachal Pradesh,2020,1,Realme,63582,6%
Himachal Pradesh,2020,1,Apple,28072,3%
Himachal Pradesh,2020,1,Motorola,24777,2%
Himachal Pradesh,2020,1,Lava,23152,2%
Himachal Pradesh,2020,1,Micromax,18804,2%
Himachal Pradesh,2020,1,Huawei,18646,2%
Himachal Pradesh,2020,1,Others,157851,14%
Himachal Pradesh,2020,2,Xiaomi,375976,30%
Himachal Pradesh,2020,2,Samsung,184898,15%
Himachal Pradesh,2020,2,Vivo,166131,13%
Himachal Pradesh,2020,2,Oppo,150002,12%
Himachal Pradesh,2020,2,Realme,74053,6%
Himachal Pradesh,2020,2,Apple,30105,2%
Himachal Pradesh,2020,2,Motorola,26497,2%
Himachal Pradesh,2020,2,Lava,25049,2%
Himachal Pradesh,2020,2,Gionee,21296,2%
Himachal Pradesh,2020,2,Micromax,20603,2%
Himachal Pradesh,2020,2,Others,175257,14%
Himachal Pradesh,2020,3,Xiaomi,412600,30%
Himachal Pradesh,2020,3,Samsung,204813,15%
Himachal Pradesh,2020,3,Vivo,190933,14%
Himachal Pradesh,2020,3,Oppo,167966,12%
Himachal Pradesh,2020,3,Realme,85574,6%
Himachal Pradesh,2020,3,Apple,32354,2%
Himachal Pradesh,2020,3,Motorola,27952,2%
Himachal Pradesh,2020,3,Lava,26803,2%
Himachal Pradesh,2020,3,Gionee,22265,2%
Himachal Pradesh,2020,3,Micromax,22029,2%
Himachal Pradesh,2020,3,Others,185345,13%
Himachal Pradesh,2020,4,Xiaomi,448361,30%
Himachal Pradesh,2020,4,Samsung,226491,15%
Himachal Pradesh,2020,4,Vivo,212147,14%
Himachal Pradesh,2020,4,Oppo,186684,12%
Himachal Pradesh,2020,4,Realme,97707,6%
Himachal Pradesh,2020,4,Apple,35276,2%
Himachal Pradesh,2020,4,Motorola,29156,2%
Himachal Pradesh,2020,4,Lava,29138,2%
Himachal Pradesh,2020,4,Gionee,23461,2%
Himachal Pradesh,2020,4,Micromax,23015,2%
Himachal Pradesh,2020,4,Others,197330,13%
Himachal Pradesh,2021,1,Xiaomi,481737,30%
Himachal Pradesh,2021,1,Samsung,242485,15%
Himachal Pradesh,2021,1,Vivo,234300,14%
Himachal Pradesh,2021,1,Oppo,202041,12%
Himachal Pradesh,2021,1,Realme,109409,7%
Himachal Pradesh,2021,1,Apple,37856,2%
Himachal Pradesh,2021,1,Lava,30512,2%
Himachal Pradesh,2021,1,Motorola,29736,2%
Himachal Pradesh,2021,1,Huawei,24038,1%
Himachal Pradesh,2021,1,Gionee,23591,1%
Himachal Pradesh,2021,1,Others,207246,13%
Himachal Pradesh,2021,2,Xiaomi,513196,29%
Himachal Pradesh,2021,2,Samsung,260440,15%
Himachal Pradesh,2021,2,Vivo,254841,15%
Himachal Pradesh,2021,2,Oppo,217962,13%
Himachal Pradesh,2021,2,Realme,128488,7%
Himachal Pradesh,2021,2,Apple,41436,2%
Himachal Pradesh,2021,2,Lava,32566,2%
Himachal Pradesh,2021,2,Motorola,30072,2%
Himachal Pradesh,2021,2,Huawei,23728,1%
Himachal Pradesh,2021,2,Gionee,23284,1%
Himachal Pradesh,2021,2,Others,217138,12%
Himachal Pradesh,2021,3,Xiaomi,549749,29%
Himachal Pradesh,2021,3,Vivo,281606,15%
Himachal Pradesh,2021,3,Samsung,274845,15%
Himachal Pradesh,2021,3,Oppo,238065,13%
Himachal Pradesh,2021,3,Realme,149451,8%
Himachal Pradesh,2021,3,Apple,44803,2%
Himachal Pradesh,2021,3,Lava,32894,2%
Himachal Pradesh,2021,3,Motorola,30197,2%
Himachal Pradesh,2021,3,Tecno,25897,1%
Himachal Pradesh,2021,3,Huawei,25680,1%
Himachal Pradesh,2021,3,Others,227439,12%
Himachal Pradesh,2021,4,Xiaomi,583871,29%
Himachal Pradesh,2021,4,Vivo,302823,15%
Himachal Pradesh,2021,4,Samsung,290183,14%
Himachal Pradesh,2021,4,Oppo,256274,13%
Himachal Pradesh,2021,4,Realme,176332,9%
Himachal Pradesh,2021,4,Apple,50504,3%
Himachal Pradesh,2021,4,Lava,32082,2%
Himachal Pradesh,2021,4,Motorola,31241,2%
Himachal Pradesh,2021,4,Tecno,30164,1%
Himachal Pradesh,2021,4,OnePlus,27508,1%
Himachal Pradesh,2021,4,Others,232765,12%
Himachal Pradesh,2022,1,Xiaomi,615419,29%
Himachal Pradesh,2022,1,Vivo,324002,15%
Himachal Pradesh,2022,1,Samsung,304181,14%
Himachal Pradesh,2022,1,Oppo,276524,13%
Himachal Pradesh,2022,1,Realme,199933,9%
Himachal Pradesh,2022,1,Apple,54982,3%
Himachal Pradesh,2022,1,Tecno,36339,2%
Himachal Pradesh,2022,1,Motorola,31514,1%
Himachal Pradesh,2022,1,Lava,31262,1%
Himachal Pradesh,2022,1,OnePlus,30536,1%
Himachal Pradesh,2022,1,Others,238791,11%
Jammu & Kashmir,2018,1,Xiaomi,60568,34%
Jammu & Kashmir,2018,1,Samsung,37991,22%
Jammu & Kashmir,2018,1,Vivo,17309,10%
Jammu & Kashmir,2018,1,Oppo,13523,8%
Jammu & Kashmir,2018,1,Apple,6429,4%
Jammu & Kashmir,2018,1,Realme,6145,3%
Jammu & Kashmir,2018,1,OnePlus,3894,2%
Jammu & Kashmir,2018,1,Motorola,3348,2%
Jammu & Kashmir,2018,1,Micromax,3103,2%
Jammu & Kashmir,2018,1,Lenovo,3052,2%
Jammu & Kashmir,2018,1,Others,21063,12%
Jammu & Kashmir,2018,2,Xiaomi,92362,35%
Jammu & Kashmir,2018,2,Samsung,55791,21%
Jammu & Kashmir,2018,2,Vivo,26958,10%
Jammu & Kashmir,2018,2,Oppo,20994,8%
Jammu & Kashmir,2018,2,Realme,9196,4%
Jammu & Kashmir,2018,2,Apple,8919,3%
Jammu & Kashmir,2018,2,OnePlus,5028,2%
Jammu & Kashmir,2018,2,Motorola,4756,2%
Jammu & Kashmir,2018,2,Micromax,4375,2%
Jammu & Kashmir,2018,2,Lenovo,4230,2%
Jammu & Kashmir,2018,2,Others,29000,11%
Jammu & Kashmir,2018,3,Xiaomi,120343,35%
Jammu & Kashmir,2018,3,Samsung,74506,22%
Jammu & Kashmir,2018,3,Vivo,38216,11%
Jammu & Kashmir,2018,3,Oppo,28915,8%
Jammu & Kashmir,2018,3,Realme,12323,4%
Jammu & Kashmir,2018,3,Apple,10996,3%
Jammu & Kashmir,2018,3,Motorola,6291,2%
Jammu & Kashmir,2018,3,OnePlus,6276,2%
Jammu & Kashmir,2018,3,Lenovo,4936,1%
Jammu & Kashmir,2018,3,Micromax,4850,1%
Jammu & Kashmir,2018,3,Others,34877,10%
Jammu & Kashmir,2018,4,Xiaomi,153238,35%
Jammu & Kashmir,2018,4,Samsung,95846,22%
Jammu & Kashmir,2018,4,Vivo,52004,12%
Jammu & Kashmir,2018,4,Oppo,38530,9%
Jammu & Kashmir,2018,4,Realme,15898,4%
Jammu & Kashmir,2018,4,Apple,13747,3%
Jammu & Kashmir,2018,4,Motorola,7823,2%
Jammu & Kashmir,2018,4,OnePlus,7434,2%
Jammu & Kashmir,2018,4,Lenovo,6134,1%
Jammu & Kashmir,2018,4,Micromax,5165,1%
Jammu & Kashmir,2018,4,Others,40744,9%
Jammu & Kashmir,2019,1,Xiaomi,189565,36%
Jammu & Kashmir,2019,1,Samsung,115108,22%
Jammu & Kashmir,2019,1,Vivo,64897,12%
Jammu & Kashmir,2019,1,Oppo,48082,9%
Jammu & Kashmir,2019,1,Realme,19564,4%
Jammu & Kashmir,2019,1,Apple,16067,3%
Jammu & Kashmir,2019,1,Motorola,8760,2%
Jammu & Kashmir,2019,1,OnePlus,8604,2%
Jammu & Kashmir,2019,1,Lenovo,6906,1%
Jammu & Kashmir,2019,1,Huawei,6060,1%
Jammu & Kashmir,2019,1,Others,47056,9%
Jammu & Kashmir,2019,2,Xiaomi,226055,36%
Jammu & Kashmir,2019,2,Samsung,138016,22%
Jammu & Kashmir,2019,2,Vivo,79073,13%
Jammu & Kashmir,2019,2,Oppo,58451,9%
Jammu & Kashmir,2019,2,Realme,23049,4%
Jammu & Kashmir,2019,2,Apple,18515,3%
Jammu & Kashmir,2019,2,Motorola,10033,2%
Jammu & Kashmir,2019,2,OnePlus,9437,1%
Jammu & Kashmir,2019,2,Lenovo,7950,1%
Jammu & Kashmir,2019,2,Huawei,7185,1%
Jammu & Kashmir,2019,2,Others,53429,8%
Jammu & Kashmir,2019,3,Xiaomi,236869,36%
Jammu & Kashmir,2019,3,Samsung,142362,22%
Jammu & Kashmir,2019,3,Vivo,84230,13%
Jammu & Kashmir,2019,3,Oppo,61563,9%
Jammu & Kashmir,2019,3,Realme,24963,4%
Jammu & Kashmir,2019,3,Apple,19748,3%
Jammu & Kashmir,2019,3,Motorola,10184,2%
Jammu & Kashmir,2019,3,OnePlus,10037,2%
Jammu & Kashmir,2019,3,Huawei,7699,1%
Jammu & Kashmir,2019,3,Lenovo,7208,1%
Jammu & Kashmir,2019,3,Others,53592,8%
Jammu & Kashmir,2019,4,Xiaomi,241041,36%
Jammu & Kashmir,2019,4,Samsung,144994,22%
Jammu & Kashmir,2019,4,Vivo,88428,13%
Jammu & Kashmir,2019,4,Oppo,64384,10%
Jammu & Kashmir,2019,4,Realme,26716,4%
Jammu & Kashmir,2019,4,Apple,20684,3%
Jammu & Kashmir,2019,4,OnePlus,10484,2%
Jammu & Kashmir,2019,4,Motorola,10294,2%
Jammu & Kashmir,2019,4,Huawei,7979,1%
Jammu & Kashmir,2019,4,Lenovo,7023,1%
Jammu & Kashmir,2019,4,Others,51340,8%
Jammu & Kashmir,2020,1,Xiaomi,262773,36%
Jammu & Kashmir,2020,1,Samsung,157318,21%
Jammu & Kashmir,2020,1,Vivo,99861,14%
Jammu & Kashmir,2020,1,Oppo,71729,10%
Jammu & Kashmir,2020,1,Realme,30778,4%
Jammu & Kashmir,2020,1,Apple,22380,3%
Jammu & Kashmir,2020,1,OnePlus,11146,2%
Jammu & Kashmir,2020,1,Motorola,10674,1%
Jammu & Kashmir,2020,1,Huawei,8727,1%
Jammu & Kashmir,2020,1,Lenovo,7362,1%
Jammu & Kashmir,2020,1,Others,52660,7%
Jammu & Kashmir,2020,2,Xiaomi,302140,36%
Jammu & Kashmir,2020,2,Samsung,179346,21%
Jammu & Kashmir,2020,2,Vivo,119239,14%
Jammu & Kashmir,2020,2,Oppo,84526,10%
Jammu & Kashmir,2020,2,Realme,36913,4%
Jammu & Kashmir,2020,2,Apple,24262,3%
Jammu & Kashmir,2020,2,OnePlus,11743,1%
Jammu & Kashmir,2020,2,Motorola,11504,1%
Jammu & Kashmir,2020,2,Huawei,9753,1%
Jammu & Kashmir,2020,2,Lenovo,7829,1%
Jammu & Kashmir,2020,2,Others,58039,7%
Jammu & Kashmir,2020,3,Xiaomi,337986,36%
Jammu & Kashmir,2020,3,Samsung,202520,21%
Jammu & Kashmir,2020,3,Vivo,138487,15%
Jammu & Kashmir,2020,3,Oppo,95838,10%
Jammu & Kashmir,2020,3,Realme,44231,5%
Jammu & Kashmir,2020,3,Apple,26378,3%
Jammu & Kashmir,2020,3,OnePlus,12578,1%
Jammu & Kashmir,2020,3,Motorola,12094,1%
Jammu & Kashmir,2020,3,Huawei,10606,1%
Jammu & Kashmir,2020,3,Lenovo,8223,1%
Jammu & Kashmir,2020,3,Others,60878,6%
Jammu & Kashmir,2020,4,Xiaomi,383539,36%
Jammu & Kashmir,2020,4,Samsung,231979,21%
Jammu & Kashmir,2020,4,Vivo,158472,15%
Jammu & Kashmir,2020,4,Oppo,109614,10%
Jammu & Kashmir,2020,4,Realme,53415,5%
Jammu & Kashmir,2020,4,Apple,29701,3%
Jammu & Kashmir,2020,4,OnePlus,13667,1%
Jammu & Kashmir,2020,4,Motorola,12734,1%
Jammu & Kashmir,2020,4,Huawei,11566,1%
Jammu & Kashmir,2020,4,Lenovo,8696,1%
Jammu & Kashmir,2020,4,Others,65639,6%
Jammu & Kashmir,2021,1,Xiaomi,418392,36%
Jammu & Kashmir,2021,1,Samsung,250133,21%
Jammu & Kashmir,2021,1,Vivo,176571,15%
Jammu & Kashmir,2021,1,Oppo,118812,10%
Jammu & Kashmir,2021,1,Realme,61109,5%
Jammu & Kashmir,2021,1,Apple,32281,3%
Jammu & Kashmir,2021,1,OnePlus,14859,1%
Jammu & Kashmir,2021,1,Motorola,12970,1%
Jammu & Kashmir,2021,1,Huawei,12094,1%
Jammu & Kashmir,2021,1,Lenovo,8627,1%
Jammu & Kashmir,2021,1,Others,68970,6%
Jammu & Kashmir,2021,2,Xiaomi,446949,35%
Jammu & Kashmir,2021,2,Samsung,263753,21%
Jammu & Kashmir,2021,2,Vivo,192016,15%
Jammu & Kashmir,2021,2,Oppo,126510,10%
Jammu & Kashmir,2021,2,Realme,74131,6%
Jammu & Kashmir,2021,2,Apple,35495,3%
Jammu & Kashmir,2021,2,OnePlus,16719,1%
Jammu & Kashmir,2021,2,Motorola,12917,1%
Jammu & Kashmir,2021,2,Huawei,11763,1%
Jammu & Kashmir,2021,2,Lenovo,8391,1%
Jammu & Kashmir,2021,2,Others,72623,6%
Jammu & Kashmir,2021,3,Xiaomi,478671,35%
Jammu & Kashmir,2021,3,Samsung,274292,20%
Jammu & Kashmir,2021,3,Vivo,211136,16%
Jammu & Kashmir,2021,3,Oppo,138333,10%
Jammu & Kashmir,2021,3,Realme,88207,6%
Jammu & Kashmir,2021,3,Apple,38603,3%
Jammu & Kashmir,2021,3,OnePlus,20040,1%
Jammu & Kashmir,2021,3,Huawei,12963,1%
Jammu & Kashmir,2021,3,Motorola,12879,1%
Jammu & Kashmir,2021,3,Lenovo,8161,1%
Jammu & Kashmir,2021,3,Others,76575,6%
Jammu & Kashmir,2021,4,Xiaomi,509234,35%
Jammu & Kashmir,2021,4,Samsung,285006,20%
Jammu & Kashmir,2021,4,Vivo,226467,16%
Jammu & Kashmir,2021,4,Oppo,147610,10%
Jammu & Kashmir,2021,4,Realme,107290,7%
Jammu & Kashmir,2021,4,Apple,44648,3%
Jammu & Kashmir,2021,4,OnePlus,23892,2%
Jammu & Kashmir,2021,4,Motorola,13042,1%
Jammu & Kashmir,2021,4,Huawei,12597,1%
Jammu & Kashmir,2021,4,Tecno,9176,1%
Jammu & Kashmir,2021,4,Others,77848,5%
Jammu & Kashmir,2022,1,Xiaomi,535687,35%
Jammu & Kashmir,2022,1,Samsung,295630,19%
Jammu & Kashmir,2022,1,Vivo,242432,16%
Jammu & Kashmir,2022,1,Oppo,158382,10%
Jammu & Kashmir,2022,1,Realme,123415,8%
Jammu & Kashmir,2022,1,Apple,49642,3%
Jammu & Kashmir,2022,1,OnePlus,27191,2%
Jammu & Kashmir,2022,1,Motorola,12933,1%
Jammu & Kashmir,2022,1,Huawei,12674,1%
Jammu & Kashmir,2022,1,Tecno,11823,1%
Jammu & Kashmir,2022,1,Others,79511,5%
Jharkhand,2018,1,Xiaomi,245371,28%
Jharkhand,2018,1,Samsung,170317,19%
Jharkhand,2018,1,Vivo,101130,11%
Jharkhand,2018,1,Oppo,86879,10%
Jharkhand,2018,1,Realme,59659,7%
Jharkhand,2018,1,Motorola,26486,3%
Jharkhand,2018,1,Lenovo,25424,3%
Jharkhand,2018,1,Micromax,18526,2%
Jharkhand,2018,1,Gionee,15944,2%
Jharkhand,2018,1,Apple,15303,2%
Jharkhand,2018,1,Others,120723,14%
Jharkhand,2018,2,Xiaomi,346963,28%
Jharkhand,2018,2,Samsung,235805,19%
Jharkhand,2018,2,Vivo,146983,12%
Jharkhand,2018,2,Oppo,123963,10%
Jharkhand,2018,2,Realme,81803,7%
Jharkhand,2018,2,Motorola,35938,3%
Jharkhand,2018,2,Lenovo,33606,3%
Jharkhand,2018,2,Micromax,24983,2%
Jharkhand,2018,2,Gionee,20827,2%
Jharkhand,2018,2,Apple,19462,2%
Jharkhand,2018,2,Others,160266,13%
Jharkhand,2018,3,Xiaomi,439833,29%
Jharkhand,2018,3,Samsung,295383,19%
Jharkhand,2018,3,Vivo,193869,13%
Jharkhand,2018,3,Oppo,159229,10%
Jharkhand,2018,3,Realme,101952,7%
Jharkhand,2018,3,Motorola,42958,3%
Jharkhand,2018,3,Lenovo,37476,2%
Jharkhand,2018,3,Micromax,26503,2%
Jharkhand,2018,3,Gionee,23944,2%
Jharkhand,2018,3,Apple,22649,1%
Jharkhand,2018,3,Others,188566,12%
Jharkhand,2018,4,Xiaomi,554142,29%
Jharkhand,2018,4,Samsung,369713,19%
Jharkhand,2018,4,Vivo,255185,13%
Jharkhand,2018,4,Oppo,206848,11%
Jharkhand,2018,4,Realme,126956,7%
Jharkhand,2018,4,Motorola,51123,3%
Jharkhand,2018,4,Lenovo,44254,2%
Jharkhand,2018,4,Micromax,29297,2%
Jharkhand,2018,4,Huawei,26995,1%
Jharkhand,2018,4,Apple,26662,1%
Jharkhand,2018,4,Others,222774,12%
Jharkhand,2019,1,Xiaomi,661118,29%
Jharkhand,2019,1,Samsung,438467,19%
Jharkhand,2019,1,Vivo,315631,14%
Jharkhand,2019,1,Oppo,254670,11%
Jharkhand,2019,1,Realme,150137,7%
Jharkhand,2019,1,Motorola,57711,3%
Jharkhand,2019,1,Lenovo,49332,2%
Jharkhand,2019,1,Huawei,33019,1%
Jharkhand,2019,1,Micromax,32461,1%
Jharkhand,2019,1,Apple,30369,1%
Jharkhand,2019,1,Others,256414,11%
Jharkhand,2019,2,Xiaomi,756561,29%
Jharkhand,2019,2,Samsung,502067,19%
Jharkhand,2019,2,Vivo,370526,14%
Jharkhand,2019,2,Oppo,299074,11%
Jharkhand,2019,2,Realme,172512,7%
Jharkhand,2019,2,Motorola,63263,2%
Jharkhand,2019,2,Lenovo,53654,2%
Jharkhand,2019,2,Huawei,37887,1%
Jharkhand,2019,2,Apple,34097,1%
Jharkhand,2019,2,Micromax,33592,1%
Jharkhand,2019,2,Others,281621,11%
Jharkhand,2019,3,Xiaomi,851598,29%
Jharkhand,2019,3,Samsung,555632,19%
Jharkhand,2019,3,Vivo,426014,15%
Jharkhand,2019,3,Oppo,340074,12%
Jharkhand,2019,3,Realme,200809,7%
Jharkhand,2019,3,Motorola,67287,2%
Jharkhand,2019,3,Lenovo,53451,2%
Jharkhand,2019,3,Huawei,42992,1%
Jharkhand,2019,3,Apple,37364,1%
Jharkhand,2019,3,Gionee,35479,1%
Jharkhand,2019,3,Others,304811,10%
Jharkhand,2019,4,Xiaomi,958796,29%
Jharkhand,2019,4,Samsung,618075,19%
Jharkhand,2019,4,Vivo,492621,15%
Jharkhand,2019,4,Oppo,389871,12%
Jharkhand,2019,4,Realme,239962,7%
Jharkhand,2019,4,Motorola,71932,2%
Jharkhand,2019,4,Lenovo,56013,2%
Jharkhand,2019,4,Huawei,48020,1%
Jharkhand,2019,4,Apple,40330,1%
Jharkhand,2019,4,Gionee,38155,1%
Jharkhand,2019,4,Others,327596,10%
Jharkhand,2020,1,Xiaomi,1062496,29%
Jharkhand,2020,1,Samsung,679288,19%
Jharkhand,2020,1,Vivo,564210,15%
Jharkhand,2020,1,Oppo,441507,12%
Jharkhand,2020,1,Realme,281656,8%
Jharkhand,2020,1,Motorola,76028,2%
Jharkhand,2020,1,Lenovo,59716,2%
Jharkhand,2020,1,Huawei,52664,1%
Jharkhand,2020,1,Apple,43622,1%
Jharkhand,2020,1,Gionee,37894,1%
Jharkhand,2020,1,Others,352312,10%
Jharkhand,2020,2,Xiaomi,1173662,29%
Jharkhand,2020,2,Samsung,747993,18%
Jharkhand,2020,2,Vivo,646094,16%
Jharkhand,2020,2,Oppo,500447,12%
Jharkhand,2020,2,Realme,324410,8%
Jharkhand,2020,2,Motorola,80707,2%
Jharkhand,2020,2,Lenovo,62936,2%
Jharkhand,2020,2,Huawei,56895,1%
Jharkhand,2020,2,Apple,46009,1%
Jharkhand,2020,2,Gionee,40449,1%
Jharkhand,2020,2,Others,381433,9%
Jharkhand,2020,3,Xiaomi,1282150,29%
Jharkhand,2020,3,Samsung,820590,18%
Jharkhand,2020,3,Vivo,738721,16%
Jharkhand,2020,3,Oppo,558559,12%
Jharkhand,2020,3,Realme,373131,8%
Jharkhand,2020,3,Motorola,85215,2%
Jharkhand,2020,3,Lenovo,66247,1%
Jharkhand,2020,3,Huawei,60940,1%
Jharkhand,2020,3,Apple,49073,1%
Jharkhand,2020,3,Micromax,42087,1%
Jharkhand,2020,3,Others,403314,9%
Jharkhand,2020,4,Xiaomi,1396020,28%
Jharkhand,2020,4,Samsung,897105,18%
Jharkhand,2020,4,Vivo,825984,17%
Jharkhand,2020,4,Oppo,619048,13%
Jharkhand,2020,4,Realme,426528,9%
Jharkhand,2020,4,Motorola,89524,2%
Jharkhand,2020,4,Lenovo,69536,1%
Jharkhand,2020,4,Huawei,65253,1%
Jharkhand,2020,4,Apple,52483,1%
Jharkhand,2020,4,Gionee,44265,1%
Jharkhand,2020,4,Others,432192,9%
Jharkhand,2021,1,Xiaomi,1499838,28%
Jharkhand,2021,1,Samsung,957520,18%
Jharkhand,2021,1,Vivo,914415,17%
Jharkhand,2021,1,Oppo,671681,13%
Jharkhand,2021,1,Realme,479676,9%
Jharkhand,2021,1,Motorola,91888,2%
Jharkhand,2021,1,Lenovo,69885,1%
Jharkhand,2021,1,Huawei,68272,1%
Jharkhand,2021,1,Apple,56181,1%
Jharkhand,2021,1,Asus,45472,1%
Jharkhand,2021,1,Others,458221,9%
Jharkhand,2021,2,Xiaomi,1595475,28%
Jharkhand,2021,2,Samsung,1010689,18%
Jharkhand,2021,2,Vivo,997874,18%
Jharkhand,2021,2,Oppo,721124,13%
Jharkhand,2021,2,Realme,562271,10%
Jharkhand,2021,2,Motorola,91906,2%
Jharkhand,2021,2,Lenovo,67445,1%
Jharkhand,2021,2,Huawei,67061,1%
Jharkhand,2021,2,Apple,60783,1%
