States,year,quarter,brand,user_counts,percentage
Rajasthan,2021,3,Apple,403105,2%
Rajasthan,2021,3,Huawei,298651,1%
Rajasthan,2021,3,OnePlus,283924,1%
Rajasthan,2021,3,Motorola,186498,1%
Rajasthan,2021,3,Others,1477499,7%
Rajasthan,2021,4,Vivo,5751824,26%
Rajasthan,2021,4,Xiaomi,4469665,20%
Rajasthan,2021,4,Samsung,3782393,17%
Rajasthan,2021,4,Oppo,3095179,14%
Rajasthan,2021,4,Realme,1624796,7%
Rajasthan,2021,4,Tecno,521804,2%
Rajasthan,2021,4,Apple,462924,2%
Rajasthan,2021,4,OnePlus,336937,2%
Rajasthan,2021,4,Huawei,287470,1%
Rajasthan,2021,4,Motorola,189233,1%
Rajasthan,2021,4,Others,1454977,7%
Rajasthan,2022,1,Vivo,6252325,27%
Rajasthan,2022,1,Xiaomi,4620642,20%
Rajasthan,2022,1,Samsung,3887688,17%
Rajasthan,2022,1,Oppo,3333119,14%
Rajasthan,2022,1,Realme,1857144,8%
Rajasthan,2022,1,Tecno,613379,3%
Rajasthan,2022,1,Apple,510886,2%
Rajasthan,2022,1,OnePlus,385558,2%
Rajasthan,2022,1,Huawei,284638,1%
Rajasthan,2022,1,Motorola,189003,1%
Rajasthan,2022,1,Others,1464475,6%
Sikkim,2018,1,Samsung,5534,28%
Sikkim,2018,1,Xiaomi,4679,23%
Sikkim,2018,1,Vivo,2155,11%
Sikkim,2018,1,Oppo,1825,9%
Sikkim,2018,1,Apple,865,4%
Sikkim,2018,1,Realme,815,4%
Sikkim,2018,1,Lenovo,586,3%
Sikkim,2018,1,Motorola,575,3%
Sikkim,2018,1,OnePlus,528,3%
Sikkim,2018,1,Asus,308,2%
Sikkim,2018,1,Others,2181,11%
Sikkim,2018,2,Samsung,7827,28%
Sikkim,2018,2,Xiaomi,6559,23%
Sikkim,2018,2,Vivo,3254,12%
Sikkim,2018,2,Oppo,2531,9%
Sikkim,2018,2,Apple,1120,4%
Sikkim,2018,2,Realme,1110,4%
Sikkim,2018,2,Motorola,773,3%
Sikkim,2018,2,Lenovo,759,3%
Sikkim,2018,2,OnePlus,690,2%
Sikkim,2018,2,Micromax,424,2%
Sikkim,2018,2,Others,3050,11%
Sikkim,2018,3,Samsung,10790,29%
Sikkim,2018,3,Xiaomi,8637,23%
Sikkim,2018,3,Vivo,4649,12%
Sikkim,2018,3,Oppo,3465,9%
Sikkim,2018,3,Realme,1459,4%
Sikkim,2018,3,Apple,1423,4%
Sikkim,2018,3,Motorola,945,3%
Sikkim,2018,3,Lenovo,886,2%
Sikkim,2018,3,OnePlus,823,2%
Sikkim,2018,3,Micromax,570,2%
Sikkim,2018,3,Others,3990,11%
Sikkim,2018,4,Samsung,14281,29%
Sikkim,2018,4,Xiaomi,11024,23%
Sikkim,2018,4,Vivo,6387,13%
Sikkim,2018,4,Oppo,4507,9%
Sikkim,2018,4,Realme,1848,4%
Sikkim,2018,4,Apple,1799,4%
Sikkim,2018,4,Motorola,1119,2%
Sikkim,2018,4,Lenovo,1038,2%
Sikkim,2018,4,OnePlus,969,2%
Sikkim,2018,4,Huawei,689,1%
Sikkim,2018,4,Others,4877,10%
Sikkim,2019,1,Samsung,17397,30%
Sikkim,2019,1,Xiaomi,13387,23%
Sikkim,2019,1,Vivo,7997,14%
Sikkim,2019,1,Oppo,5660,10%
Sikkim,2019,1,Realme,2237,4%
Sikkim,2019,1,Apple,2138,4%
Sikkim,2019,1,Motorola,1274,2%
Sikkim,2019,1,Lenovo,1168,2%
Sikkim,2019,1,OnePlus,1088,2%
Sikkim,2019,1,Huawei,849,1%
Sikkim,2019,1,Others,5761,10%
Sikkim,2019,2,Samsung,21576,30%
Sikkim,2019,2,Xiaomi,16005,23%
Sikkim,2019,2,Vivo,9656,14%
Sikkim,2019,2,Oppo,6810,10%
Sikkim,2019,2,Realme,2677,4%
Sikkim,2019,2,Apple,2509,4%
Sikkim,2019,2,Motorola,1473,2%
Sikkim,2019,2,Lenovo,1289,2%
Sikkim,2019,2,OnePlus,1220,2%
Sikkim,2019,2,Huawei,1001,1%
Sikkim,2019,2,Others,6783,10%
Sikkim,2019,3,Samsung,25449,31%
Sikkim,2019,3,Xiaomi,18366,22%
Sikkim,2019,3,Vivo,11399,14%
Sikkim,2019,3,Oppo,7934,10%
Sikkim,2019,3,Realme,3080,4%
Sikkim,2019,3,Apple,2833,3%
Sikkim,2019,3,Motorola,1581,2%
Sikkim,2019,3,OnePlus,1352,2%
Sikkim,2019,3,Lenovo,1279,2%
Sikkim,2019,3,Huawei,1126,1%
Sikkim,2019,3,Others,7729,9%
Sikkim,2019,4,Samsung,29310,32%
Sikkim,2019,4,Xiaomi,20528,22%
Sikkim,2019,4,Vivo,13224,14%
Sikkim,2019,4,Oppo,9175,10%
Sikkim,2019,4,Realme,3578,4%
Sikkim,2019,4,Apple,3131,3%
Sikkim,2019,4,Motorola,1676,2%
Sikkim,2019,4,OnePlus,1458,2%
Sikkim,2019,4,Lenovo,1347,1%
Sikkim,2019,4,Huawei,1245,1%
Sikkim,2019,4,Others,8300,9%
Sikkim,2020,1,Samsung,33471,32%
Sikkim,2020,1,Xiaomi,22619,22%
Sikkim,2020,1,Vivo,15342,15%
Sikkim,2020,1,Oppo,10442,10%
Sikkim,2020,1,Realme,4166,4%
Sikkim,2020,1,Apple,3439,3%
Sikkim,2020,1,Motorola,1728,2%
Sikkim,2020,1,OnePlus,1548,1%
Sikkim,2020,1,Lenovo,1491,1%
Sikkim,2020,1,HMD Global,1394,1%
Sikkim,2020,1,Others,8991,9%
Sikkim,2020,2,Samsung,38977,33%
Sikkim,2020,2,Xiaomi,25245,21%
Sikkim,2020,2,Vivo,18182,15%
Sikkim,2020,2,Oppo,12295,10%
Sikkim,2020,2,Realme,4814,4%
Sikkim,2020,2,Apple,3701,3%
Sikkim,2020,2,Motorola,1821,2%
Sikkim,2020,2,HMD Global,1669,1%
Sikkim,2020,2,OnePlus,1607,1%
Sikkim,2020,2,Lenovo,1576,1%
Sikkim,2020,2,Others,10034,8%
Sikkim,2020,3,Samsung,44424,33%
Sikkim,2020,3,Xiaomi,27830,21%
Sikkim,2020,3,Vivo,21086,16%
Sikkim,2020,3,Oppo,14009,10%
Sikkim,2020,3,Realme,5459,4%
Sikkim,2020,3,Apple,4035,3%
Sikkim,2020,3,HMD Global,1906,1%
Sikkim,2020,3,Motorola,1879,1%
Sikkim,2020,3,OnePlus,1694,1%
Sikkim,2020,3,Lenovo,1657,1%
Sikkim,2020,3,Others,10794,8%
Sikkim,2020,4,Samsung,49275,33%
Sikkim,2020,4,Xiaomi,30296,20%
Sikkim,2020,4,Vivo,23560,16%
Sikkim,2020,4,Oppo,15658,11%
Sikkim,2020,4,Realme,6245,4%
Sikkim,2020,4,Apple,4413,3%
Sikkim,2020,4,HMD Global,2070,1%
Sikkim,2020,4,Motorola,1984,1%
Sikkim,2020,4,OnePlus,1764,1%
Sikkim,2020,4,Lenovo,1714,1%
Sikkim,2020,4,Others,11564,8%
Sikkim,2021,1,Samsung,52629,33%
Sikkim,2021,1,Xiaomi,32524,20%
Sikkim,2021,1,Vivo,26109,16%
Sikkim,2021,1,Oppo,16921,11%
Sikkim,2021,1,Realme,7053,4%
Sikkim,2021,1,Apple,4803,3%
Sikkim,2021,1,HMD Global,2163,1%
Sikkim,2021,1,Motorola,2031,1%
Sikkim,2021,1,OnePlus,1924,1%
Sikkim,2021,1,Huawei,1738,1%
Sikkim,2021,1,Others,12318,8%
Sikkim,2021,2,Samsung,55452,32%
Sikkim,2021,2,Xiaomi,34745,20%
Sikkim,2021,2,Vivo,28736,17%
Sikkim,2021,2,Oppo,18141,11%
Sikkim,2021,2,Realme,8547,5%
Sikkim,2021,2,Apple,5244,3%
Sikkim,2021,2,HMD Global,2238,1%
Sikkim,2021,2,OnePlus,2072,1%
Sikkim,2021,2,Motorola,2043,1%
Sikkim,2021,2,Tecno,1729,1%
Sikkim,2021,2,Others,12793,7%
Sikkim,2021,3,Samsung,57652,31%
Sikkim,2021,3,Xiaomi,37473,20%
Sikkim,2021,3,Vivo,32054,17%
Sikkim,2021,3,Oppo,19674,11%
Sikkim,2021,3,Realme,10359,6%
Sikkim,2021,3,Apple,5768,3%
Sikkim,2021,3,OnePlus,2450,1%
Sikkim,2021,3,HMD Global,2212,1%
Sikkim,2021,3,Tecno,2190,1%
Sikkim,2021,3,Motorola,2041,1%
Sikkim,2021,3,Others,12820,7%
Sikkim,2021,4,Samsung,59868,30%
Sikkim,2021,4,Xiaomi,39826,20%
Sikkim,2021,4,Vivo,34807,18%
Sikkim,2021,4,Oppo,20992,11%
Sikkim,2021,4,Realme,12763,6%
Sikkim,2021,4,Apple,6458,3%
Sikkim,2021,4,OnePlus,2920,1%
Sikkim,2021,4,Tecno,2588,1%
Sikkim,2021,4,HMD Global,2358,1%
Sikkim,2021,4,Motorola,2089,1%
Sikkim,2021,4,Others,12738,6%
Sikkim,2022,1,Samsung,61996,30%
Sikkim,2022,1,Xiaomi,41866,20%
Sikkim,2022,1,Vivo,37402,18%
Sikkim,2022,1,Oppo,22501,11%
Sikkim,2022,1,Realme,14771,7%
Sikkim,2022,1,Apple,7058,3%
Sikkim,2022,1,OnePlus,3294,2%
Sikkim,2022,1,Tecno,3147,2%
Sikkim,2022,1,HMD Global,2316,1%
Sikkim,2022,1,Motorola,2125,1%
Sikkim,2022,1,Others,13140,6%
Tamil Nadu,2018,1,Xiaomi,503469,24%
Tamil Nadu,2018,1,Samsung,408997,19%
Tamil Nadu,2018,1,Vivo,256682,12%
Tamil Nadu,2018,1,Oppo,160460,8%
Tamil Nadu,2018,1,Motorola,100336,5%
Tamil Nadu,2018,1,OnePlus,93643,4%
Tamil Nadu,2018,1,Apple,93282,4%
Tamil Nadu,2018,1,Lenovo,92559,4%
Tamil Nadu,2018,1,Realme,82612,4%
Tamil Nadu,2018,1,Huawei,59799,3%
Tamil Nadu,2018,1,Others,252915,12%
Tamil Nadu,2018,2,Xiaomi,723469,24%
Tamil Nadu,2018,2,Samsung,574902,19%
Tamil Nadu,2018,2,Vivo,390299,13%
Tamil Nadu,2018,2,Oppo,240094,8%
Tamil Nadu,2018,2,Motorola,139685,5%
Tamil Nadu,2018,2,Lenovo,127831,4%
Tamil Nadu,2018,2,Apple,123693,4%
Tamil Nadu,2018,2,OnePlus,119948,4%
Tamil Nadu,2018,2,Realme,116217,4%
Tamil Nadu,2018,2,Huawei,86507,3%
Tamil Nadu,2018,2,Others,353391,12%
Tamil Nadu,2018,3,Xiaomi,948490,24%
Tamil Nadu,2018,3,Samsung,739663,19%
Tamil Nadu,2018,3,Vivo,545491,14%
Tamil Nadu,2018,3,Oppo,327387,8%
Tamil Nadu,2018,3,Motorola,177191,5%
Tamil Nadu,2018,3,Lenovo,153372,4%
Tamil Nadu,2018,3,Apple,150205,4%
Tamil Nadu,2018,3,Realme,149904,4%
Tamil Nadu,2018,3,OnePlus,145542,4%
Tamil Nadu,2018,3,Huawei,118152,3%
Tamil Nadu,2018,3,Others,444780,11%
Tamil Nadu,2018,4,Xiaomi,1270630,24%
Tamil Nadu,2018,4,Samsung,978019,19%
Tamil Nadu,2018,4,Vivo,776632,15%
Tamil Nadu,2018,4,Oppo,457237,9%
Tamil Nadu,2018,4,Motorola,228639,4%
Tamil Nadu,2018,4,Realme,198871,4%
Tamil Nadu,2018,4,Lenovo,194451,4%
Tamil Nadu,2018,4,Apple,191032,4%
Tamil Nadu,2018,4,OnePlus,180637,3%
Tamil Nadu,2018,4,Huawei,164880,3%
Tamil Nadu,2018,4,Others,558850,11%
Tamil Nadu,2019,1,Xiaomi,1539941,24%
Tamil Nadu,2019,1,Samsung,1181910,19%
Tamil Nadu,2019,1,Vivo,982792,16%
Tamil Nadu,2019,1,Oppo,574119,9%
Tamil Nadu,2019,1,Motorola,263727,4%
Tamil Nadu,2019,1,Realme,239102,4%
Tamil Nadu,2019,1,Apple,223033,4%
Tamil Nadu,2019,1,Lenovo,220455,4%
Tamil Nadu,2019,1,OnePlus,209025,3%
Tamil Nadu,2019,1,Huawei,206764,3%
Tamil Nadu,2019,1,Others,655435,10%
Tamil Nadu,2019,2,Xiaomi,1811254,24%
Tamil Nadu,2019,2,Samsung,1396893,19%
Tamil Nadu,2019,2,Vivo,1196063,16%
Tamil Nadu,2019,2,Oppo,697196,9%
Tamil Nadu,2019,2,Motorola,303963,4%
Tamil Nadu,2019,2,Realme,281300,4%
Tamil Nadu,2019,2,Apple,254300,3%
Tamil Nadu,2019,2,Lenovo,251562,3%
Tamil Nadu,2019,2,Huawei,248271,3%
Tamil Nadu,2019,2,OnePlus,232848,3%
Tamil Nadu,2019,2,Others,755959,10%
Tamil Nadu,2019,3,Xiaomi,2046907,24%
Tamil Nadu,2019,3,Samsung,1578951,19%
Tamil Nadu,2019,3,Vivo,1404873,17%
Tamil Nadu,2019,3,Oppo,809503,10%
Tamil Nadu,2019,3,Motorola,331659,4%
Tamil Nadu,2019,3,Realme,325676,4%
Tamil Nadu,2019,3,Huawei,287625,3%
Tamil Nadu,2019,3,Apple,280108,3%
Tamil Nadu,2019,3,Lenovo,263109,3%
Tamil Nadu,2019,3,OnePlus,253980,3%
Tamil Nadu,2019,3,Others,846444,10%
Tamil Nadu,2019,4,Xiaomi,2321854,24%
Tamil Nadu,2019,4,Samsung,1803401,19%
Tamil Nadu,2019,4,Vivo,1661144,17%
Tamil Nadu,2019,4,Oppo,954430,10%
Tamil Nadu,2019,4,Realme,385827,4%
Tamil Nadu,2019,4,Motorola,364512,4%
Tamil Nadu,2019,4,Huawei,329271,3%
Tamil Nadu,2019,4,Apple,306135,3%
Tamil Nadu,2019,4,Lenovo,283182,3%
Tamil Nadu,2019,4,OnePlus,275013,3%
Tamil Nadu,2019,4,Others,935724,10%
Tamil Nadu,2020,1,Xiaomi,2602334,24%
Tamil Nadu,2020,1,Samsung,2037120,19%
Tamil Nadu,2020,1,Vivo,1937792,18%
Tamil Nadu,2020,1,Oppo,1109430,10%
Tamil Nadu,2020,1,Realme,450799,4%
Tamil Nadu,2020,1,Motorola,395956,4%
Tamil Nadu,2020,1,Huawei,370773,3%
Tamil Nadu,2020,1,Apple,333073,3%
Tamil Nadu,2020,1,Lenovo,308388,3%
Tamil Nadu,2020,1,OnePlus,293970,3%
Tamil Nadu,2020,1,Others,1032733,9%
Tamil Nadu,2020,2,Xiaomi,2891155,24%
Tamil Nadu,2020,2,Samsung,2285005,19%
Tamil Nadu,2020,2,Vivo,2216953,18%
Tamil Nadu,2020,2,Oppo,1270624,10%
Tamil Nadu,2020,2,Realme,512202,4%
Tamil Nadu,2020,2,Motorola,430995,4%
Tamil Nadu,2020,2,Huawei,410511,3%
Tamil Nadu,2020,2,Apple,352063,3%
Tamil Nadu,2020,2,Lenovo,331665,3%
Tamil Nadu,2020,2,OnePlus,305910,3%
Tamil Nadu,2020,2,Others,1143703,9%
Tamil Nadu,2020,3,Xiaomi,3217633,24%
Tamil Nadu,2020,3,Vivo,2577603,19%
Tamil Nadu,2020,3,Samsung,2574986,19%
Tamil Nadu,2020,3,Oppo,1456520,11%
Tamil Nadu,2020,3,Realme,592254,4%
Tamil Nadu,2020,3,Motorola,466225,3%
Tamil Nadu,2020,3,Huawei,452345,3%
Tamil Nadu,2020,3,Apple,378323,3%
Tamil Nadu,2020,3,Lenovo,357461,3%
Tamil Nadu,2020,3,OnePlus,324336,2%
Tamil Nadu,2020,3,Others,1245765,9%
Tamil Nadu,2020,4,Xiaomi,3595631,23%
Tamil Nadu,2020,4,Vivo,2971084,19%
Tamil Nadu,2020,4,Samsung,2918795,19%
Tamil Nadu,2020,4,Oppo,1665487,11%
Tamil Nadu,2020,4,Realme,690401,4%
Tamil Nadu,2020,4,Motorola,503120,3%
Tamil Nadu,2020,4,Huawei,497653,3%
Tamil Nadu,2020,4,Apple,417632,3%
Tamil Nadu,2020,4,Lenovo,385136,3%
Tamil Nadu,2020,4,OnePlus,347722,2%
Tamil Nadu,2020,4,Others,1364925,9%
Tamil Nadu,2021,1,Xiaomi,3887022,23%
Tamil Nadu,2021,1,Vivo,3309321,20%
Tamil Nadu,2021,1,Samsung,3143951,19%
Tamil Nadu,2021,1,Oppo,1825392,11%
Tamil Nadu,2021,1,Realme,782154,5%
Tamil Nadu,2021,1,Huawei,522223,3%
Tamil Nadu,2021,1,Motorola,518191,3%
Tamil Nadu,2021,1,Apple,449432,3%
Tamil Nadu,2021,1,Lenovo,389630,2%
Tamil Nadu,2021,1,OnePlus,369966,2%
Tamil Nadu,2021,1,Others,1435326,9%
Tamil Nadu,2021,2,Xiaomi,4159447,23%
Tamil Nadu,2021,2,Vivo,3648711,20%
Tamil Nadu,2021,2,Samsung,3335419,19%
Tamil Nadu,2021,2,Oppo,1982731,11%
Tamil Nadu,2021,2,Realme,924040,5%
Tamil Nadu,2021,2,Huawei,515007,3%
Tamil Nadu,2021,2,Motorola,513680,3%
Tamil Nadu,2021,2,Apple,481336,3%
Tamil Nadu,2021,2,OnePlus,400480,2%
Tamil Nadu,2021,2,Lenovo,375748,2%
Tamil Nadu,2021,2,Others,1467943,8%
Tamil Nadu,2021,3,Xiaomi,4464525,23%
Tamil Nadu,2021,3,Vivo,4059800,21%
Tamil Nadu,2021,3,Samsung,3487967,18%
Tamil Nadu,2021,3,Oppo,2182951,11%
Tamil Nadu,2021,3,Realme,1086229,6%
Tamil Nadu,2021,3,Apple,516731,3%
Tamil Nadu,2021,3,Huawei,514394,3%
Tamil Nadu,2021,3,Motorola,504404,3%
Tamil Nadu,2021,3,OnePlus,454175,2%
Tamil Nadu,2021,3,Lenovo,358008,2%
Tamil Nadu,2021,3,Others,1498256,8%
Tamil Nadu,2021,4,Xiaomi,4737458,23%
Tamil Nadu,2021,4,Vivo,4457962,22%
Tamil Nadu,2021,4,Samsung,3636646,18%
Tamil Nadu,2021,4,Oppo,2390692,12%
Tamil Nadu,2021,4,Realme,1288203,6%
Tamil Nadu,2021,4,Apple,575168,3%
Tamil Nadu,2021,4,OnePlus,507178,2%
Tamil Nadu,2021,4,Motorola,501002,2%
Tamil Nadu,2021,4,Huawei,493892,2%
Tamil Nadu,2021,4,Lenovo,336045,2%
Tamil Nadu,2021,4,Others,1508896,7%
Tamil Nadu,2022,1,Xiaomi,4978558,23%
Tamil Nadu,2022,1,Vivo,4823657,22%
Tamil Nadu,2022,1,Samsung,3775700,17%
Tamil Nadu,2022,1,Oppo,2599406,12%
Tamil Nadu,2022,1,Realme,1468106,7%
Tamil Nadu,2022,1,Apple,624113,3%
Tamil Nadu,2022,1,OnePlus,549762,3%
Tamil Nadu,2022,1,Motorola,495397,2%
Tamil Nadu,2022,1,Huawei,485896,2%
Tamil Nadu,2022,1,Lenovo,331152,2%
Tamil Nadu,2022,1,Others,1535273,7%
Telangana,2018,1,Xiaomi,853570,26%
Telangana,2018,1,Samsung,678688,20%
Telangana,2018,1,Vivo,417290,13%
Telangana,2018,1,Oppo,277450,8%
Telangana,2018,1,Apple,182270,5%
Telangana,2018,1,Realme,177539,5%
Telangana,2018,1,OnePlus,158075,5%
Telangana,2018,1,Motorola,139364,4%
Telangana,2018,1,Lenovo,82558,2%
Telangana,2018,1,Huawei,73584,2%
Telangana,2018,1,Others,275172,8%
Telangana,2018,2,Xiaomi,1108404,26%
Telangana,2018,2,Samsung,871232,20%
Telangana,2018,2,Vivo,561687,13%
Telangana,2018,2,Oppo,365785,9%
Telangana,2018,2,Apple,224531,5%
Telangana,2018,2,Realme,222301,5%
Telangana,2018,2,OnePlus,189797,4%
Telangana,2018,2,Motorola,175188,4%
Telangana,2018,2,Lenovo,101575,2%
Telangana,2018,2,Huawei,95658,2%
Telangana,2018,2,Others,343957,8%
Telangana,2018,3,Xiaomi,1348603,26%
Telangana,2018,3,Samsung,1041937,20%
Telangana,2018,3,Vivo,716573,14%
Telangana,2018,3,Oppo,453686,9%
Telangana,2018,3,Realme,269111,5%
Telangana,2018,3,Apple,260670,5%
Telangana,2018,3,OnePlus,219364,4%
Telangana,2018,3,Motorola,202270,4%
Telangana,2018,3,Huawei,119275,2%
Telangana,2018,3,Lenovo,111557,2%
Telangana,2018,3,Others,395455,8%
Telangana,2018,4,Xiaomi,1714433,26%
Telangana,2018,4,Samsung,1327932,20%
Telangana,2018,4,Vivo,960056,15%
Telangana,2018,4,Oppo,598550,9%
Telangana,2018,4,Realme,334552,5%
Telangana,2018,4,Apple,322702,5%
Telangana,2018,4,OnePlus,263159,4%
Telangana,2018,4,Motorola,244632,4%
Telangana,2018,4,Huawei,155797,2%
Telangana,2018,4,Lenovo,133090,2%
Telangana,2018,4,Others,474776,7%
Telangana,2019,1,Xiaomi,2087604,26%
Telangana,2019,1,Samsung,1634479,21%
Telangana,2019,1,Vivo,1219194,15%
Telangana,2019,1,Oppo,755440,9%
Telangana,2019,1,Realme,397059,5%
Telangana,2019,1,Apple,378217,5%
Telangana,2019,1,OnePlus,299912,4%
Telangana,2019,1,Motorola,283123,4%
Telangana,2019,1,Huawei,194436,2%
Telangana,2019,1,Lenovo,152688,2%
Telangana,2019,1,Others,561273,7%
Telangana,2019,2,Xiaomi,2369395,26%
Telangana,2019,2,Samsung,1863266,21%
Telangana,2019,2,Vivo,1423728,16%
Telangana,2019,2,Oppo,875408,10%
Telangana,2019,2,Realme,450187,5%
Telangana,2019,2,Apple,419514,5%
Telangana,2019,2,OnePlus,325344,4%
Telangana,2019,2,Motorola,310478,3%
Telangana,2019,2,Huawei,221025,2%
Telangana,2019,2,Lenovo,167039,2%
Telangana,2019,2,Others,620623,7%
Telangana,2019,3,Xiaomi,2642719,26%
Telangana,2019,3,Samsung,2076152,21%
Telangana,2019,3,Vivo,1629927,16%
Telangana,2019,3,Oppo,994066,10%
Telangana,2019,3,Realme,510585,5%
Telangana,2019,3,Apple,455573,5%
Telangana,2019,3,OnePlus,348387,3%
Telangana,2019,3,Motorola,331741,3%
Telangana,2019,3,Huawei,248083,2%
Telangana,2019,3,Lenovo,173098,2%
Telangana,2019,3,Others,680226,7%
Telangana,2019,4,Xiaomi,2941413,26%
Telangana,2019,4,Samsung,2304661,21%
Telangana,2019,4,Vivo,1854821,17%
Telangana,2019,4,Oppo,1125257,10%
Telangana,2019,4,Realme,586629,5%
Telangana,2019,4,Apple,489029,4%
Telangana,2019,4,OnePlus,368665,3%
Telangana,2019,4,Motorola,355073,3%
Telangana,2019,4,Huawei,275415,2%
Telangana,2019,4,Lenovo,184229,2%
Telangana,2019,4,Others,735499,7%
Telangana,2020,1,Xiaomi,3226261,26%
Telangana,2020,1,Samsung,2521157,20%
Telangana,2020,1,Vivo,2072065,17%
Telangana,2020,1,Oppo,1250747,10%
Telangana,2020,1,Realme,664650,5%
Telangana,2020,1,Apple,522627,4%
Telangana,2020,1,OnePlus,385976,3%
Telangana,2020,1,Motorola,375706,3%
Telangana,2020,1,Huawei,300609,2%
Telangana,2020,1,Lenovo,196655,2%
Telangana,2020,1,Others,790407,6%
Telangana,2020,2,Xiaomi,3507179,26%
Telangana,2020,2,Samsung,2745328,21%
Telangana,2020,2,Vivo,2282799,17%
Telangana,2020,2,Oppo,1377106,10%
Telangana,2020,2,Realme,738264,6%
Telangana,2020,2,Apple,550940,4%
Telangana,2020,2,Motorola,398637,3%
Telangana,2020,2,OnePlus,397829,3%
Telangana,2020,2,Huawei,325187,2%
Telangana,2020,2,Lenovo,207266,2%
Telangana,2020,2,Others,847656,6%
Telangana,2020,3,Xiaomi,3810161,26%
Telangana,2020,3,Samsung,2992702,21%
Telangana,2020,3,Vivo,2542381,17%
Telangana,2020,3,Oppo,1520230,10%
Telangana,2020,3,Realme,832814,6%
Telangana,2020,3,Apple,585533,4%
Telangana,2020,3,Motorola,420978,3%
Telangana,2020,3,OnePlus,415641,3%
Telangana,2020,3,Huawei,349866,2%
Telangana,2020,3,Lenovo,219113,2%
Telangana,2020,3,Others,901463,6%
Telangana,2020,4,Xiaomi,4150153,26%
Telangana,2020,4,Samsung,3270596,21%
Telangana,2020,4,Vivo,2805410,18%
Telangana,2020,4,Oppo,1673541,11%
Telangana,2020,4,Realme,943307,6%
Telangana,2020,4,Apple,628903,4%
Telangana,2020,4,Motorola,444416,3%
Telangana,2020,4,OnePlus,436917,3%
Telangana,2020,4,Huawei,376296,2%
Telangana,2020,4,Lenovo,231688,1%
Telangana,2020,4,Others,966570,6%
Telangana,2021,1,Xiaomi,4458631,26%
Telangana,2021,1,Samsung,3491284,20%
Telangana,2021,1,Vivo,3089209,18%
Telangana,2021,1,Oppo,1818686,11%
Telangana,2021,1,Realme,1065087,6%
Telangana,2021,1,Apple,674068,4%
Telangana,2021,1,OnePlus,461518,3%
Telangana,2021,1,Motorola,454264,3%
Telangana,2021,1,Huawei,393000,2%
Telangana,2021,1,Lenovo,233554,1%
Telangana,2021,1,Others,1009768,6%
Telangana,2021,2,Xiaomi,4736356,26%
Telangana,2021,2,Samsung,3662257,20%
Telangana,2021,2,Vivo,3396906,19%
Telangana,2021,2,Oppo,1971737,11%
Telangana,2021,2,Realme,1259720,7%
Telangana,2021,2,Apple,719281,4%
Telangana,2021,2,OnePlus,508619,3%
Telangana,2021,2,Motorola,442262,2%
Telangana,2021,2,Huawei,380961,2%
Telangana,2021,2,Lenovo,219429,1%
Telangana,2021,2,Others,1009352,6%
Telangana,2021,3,Xiaomi,5040723,26%
Telangana,2021,3,Vivo,3776315,19%
Telangana,2021,3,Samsung,3769093,19%
Telangana,2021,3,Oppo,2168812,11%
Telangana,2021,3,Realme,1483670,8%
Telangana,2021,3,Apple,767224,4%
Telangana,2021,3,OnePlus,590963,3%
Telangana,2021,3,Motorola,426789,2%
Telangana,2021,3,Huawei,374748,2%
Telangana,2021,3,Lenovo,204439,1%
Telangana,2021,3,Others,1012502,5%
Telangana,2021,4,Xiaomi,5285587,25%
Telangana,2021,4,Vivo,4135644,20%
Telangana,2021,4,Samsung,3885608,19%
Telangana,2021,4,Oppo,2358132,11%
Telangana,2021,4,Realme,1759654,8%
Telangana,2021,4,Apple,856106,4%
Telangana,2021,4,OnePlus,676556,3%
Telangana,2021,4,Motorola,415921,2%
Telangana,2021,4,Huawei,353829,2%
Telangana,2021,4,Lenovo,187416,1%
Telangana,2021,4,Others,1003196,5%
Telangana,2022,1,Xiaomi,5509008,25%
Telangana,2022,1,Vivo,4471684,20%
Telangana,2022,1,Samsung,4003841,18%
Telangana,2022,1,Oppo,2540306,11%
Telangana,2022,1,Realme,1999746,9%
Telangana,2022,1,Apple,930638,4%
Telangana,2022,1,OnePlus,746766,3%
Telangana,2022,1,Motorola,406265,2%
Telangana,2022,1,Huawei,344744,2%
Telangana,2022,1,Lenovo,183434,1%
Telangana,2022,1,Others,1014180,5%
Tripura,2018,1,Xiaomi,14040,25%
Tripura,2018,1,Samsung,11668,21%
Tripura,2018,1,Oppo,5778,10%
Tripura,2018,1,Vivo,4197,8%
Tripura,2018,1,Realme,3865,7%
Tripura,2018,1,Gionee,1686,3%
Tripura,2018,1,Lenovo,1576,3%
Tripura,2018,1,Micromax,1432,3%
Tripura,2018,1,Asus,1416,3%
Tripura,2018,1,Motorola,1394,3%
Tripura,2018,1,Others,8105,15%
Tripura,2018,2,Xiaomi,21258,25%
Tripura,2018,2,Samsung,17945,22%
Tripura,2018,2,Oppo,8953,11%
Tripura,2018,2,Vivo,6822,8%
Tripura,2018,2,Realme,5784,7%
Tripura,2018,2,Gionee,2373,3%
Tripura,2018,2,Lenovo,2240,3%
Tripura,2018,2,Micromax,2200,3%
Tripura,2018,2,Asus,2053,2%
Tripura,2018,2,Motorola,1988,2%
Tripura,2018,2,Others,11753,14%
Tripura,2018,3,Xiaomi,29627,25%
Tripura,2018,3,Samsung,25764,22%
