States,year,quarter,District,trans_counts,amount
Arunachal Pradesh,2018,4,Kurung Kumey District,444,759686.7195777439
Arunachal Pradesh,2018,4,Anjaw District,273,495578.19942643447
Arunachal Pradesh,2018,4,Siang District,822,2176630.237443937
Arunachal Pradesh,2018,4,Lower Siang District,2883,4533291.201383284
Arunachal Pradesh,2018,4,Kra Daadi District,750,3254327.442489025
Arunachal Pradesh,2018,4,Changlang District,13950,32343047.413952347
Arunachal Pradesh,2018,4,Pakke Kessang District,297,462143.5189972004
Arunachal Pradesh,2018,4,Dibang Valley District,40,97205.28808666342
Arunachal Pradesh,2018,4,West Kameng District,25439,89194886.84322134
Arunachal Pradesh,2018,4,Shi Yomi District,61,42483.80153055695
Arunachal Pradesh,2018,4,East Siang District,12893,34272134.34491677
Arunachal Pradesh,2018,4,Upper Subansiri District,2686,8771042.079749444
Arunachal Pradesh,2018,4,East Kameng District,1750,5936855.710462087
Arunachal Pradesh,2018,4,Lohit District,14268,40510521.94979761
Arunachal Pradesh,2018,4,Lepa Rada District,932,3023578.1893019043
Arunachal Pradesh,2018,4,Tawang District,11104,35921510.894032694
Arunachal Pradesh,2018,4,Namsai District,7244,17643523.29373534
Arunachal Pradesh,2019,1,Lower Dibang Valley District,6314,13738776.181438861
Arunachal Pradesh,2019,1,Lower Subansiri District,4994,12615032.12289183
Arunachal Pradesh,2019,1,Longding District,7287,25349462.055245362
Arunachal Pradesh,2019,1,West Siang District,5921,19426751.30123389
Arunachal Pradesh,2019,1,Kamle District,391,725807.1059240355
Arunachal Pradesh,2019,1,Upper Siang District,1154,2756678.3077581595
Arunachal Pradesh,2019,1,Tirap District,6877,14075747.836402498
Arunachal Pradesh,2019,1,Papum Pare District,70941,188556716.3567257
Arunachal Pradesh,2019,1,Kurung Kumey District,740,2076644.1215012982
Arunachal Pradesh,2019,1,Anjaw District,2116,4643030.795590812
Arunachal Pradesh,2019,1,Siang District,1282,2552682.037255951
Arunachal Pradesh,2019,1,Lower Siang District,3565,6923301.927893572
Arunachal Pradesh,2019,1,Kra Daadi District,1070,3797175.4842446605
Arunachal Pradesh,2019,1,Changlang District,17589,40239141.669717625
Arunachal Pradesh,2019,1,Pakke Kessang District,545,1682922.8373646357
Arunachal Pradesh,2019,1,Dibang Valley District,102,301591.38639926765
Arunachal Pradesh,2019,1,West Kameng District,34289,101333633.6760416
Arunachal Pradesh,2019,1,Shi Yomi District,19,212989.6305
Arunachal Pradesh,2019,1,East Siang District,15621,39284373.054099694
Arunachal Pradesh,2019,1,Upper Subansiri District,3880,14105451.853243291
Arunachal Pradesh,2019,1,East Kameng District,2688,9107597.731491327
Arunachal Pradesh,2019,1,Lohit District,15896,42834776.778045304
Arunachal Pradesh,2019,1,Lepa Rada District,1523,4054526.308789035
Arunachal Pradesh,2019,1,Tawang District,13102,39489779.13784294
Arunachal Pradesh,2019,1,Namsai District,8600,20065516.61635517
Arunachal Pradesh,2019,2,Lower Dibang Valley District,5819,13737167.747977601
Arunachal Pradesh,2019,2,Lower Subansiri District,5579,14746949.65201063
Arunachal Pradesh,2019,2,Longding District,6744,23464027.89281261
Arunachal Pradesh,2019,2,West Siang District,8041,24549832.97718149
Arunachal Pradesh,2019,2,Kamle District,414,1136776.6962042823
Arunachal Pradesh,2019,2,Upper Siang District,1079,3993676.3296563537
Arunachal Pradesh,2019,2,Tirap District,6868,18633793.43372325
Arunachal Pradesh,2019,2,Papum Pare District,86433,246640891.34861863
Arunachal Pradesh,2019,2,Kurung Kumey District,1427,4036511.9338615797
Arunachal Pradesh,2019,2,Anjaw District,2473,5220589.920801567
Arunachal Pradesh,2019,2,Siang District,1654,5373179.351887872
Arunachal Pradesh,2019,2,Lower Siang District,3791,7075961.239041175
Arunachal Pradesh,2019,2,Kra Daadi District,1447,4315353.218765283
Arunachal Pradesh,2019,2,Changlang District,18631,48891048.26477764
Arunachal Pradesh,2019,2,Pakke Kessang District,687,1750138.0587616218
Arunachal Pradesh,2019,2,Dibang Valley District,98,214966.6162180208
Arunachal Pradesh,2019,2,West Kameng District,37430,122521180.75595032
Arunachal Pradesh,2019,2,Shi Yomi District,13,65209.39364354455
Arunachal Pradesh,2019,2,East Siang District,16494,46549881.23941852
Arunachal Pradesh,2019,2,Upper Subansiri District,4827,18395806.56628409
Arunachal Pradesh,2019,2,East Kameng District,2309,8996397.735290494
Arunachal Pradesh,2019,2,Lohit District,18693,48893746.831022196
Arunachal Pradesh,2019,2,Lepa Rada District,2108,5045595.906781289
Arunachal Pradesh,2019,2,Tawang District,15960,55915834.59
Arunachal Pradesh,2019,2,Namsai District,9637,22491356.65721929
Arunachal Pradesh,2019,3,Lower Dibang Valley District,8405,15177864.63915902
Arunachal Pradesh,2019,3,Lower Subansiri District,8828,21059967.49943525
Arunachal Pradesh,2019,3,Longding District,10269,26620415.019238282
Arunachal Pradesh,2019,3,West Siang District,11889,30014806.81680297
Arunachal Pradesh,2019,3,Kamle District,677,968784.5134103607
Arunachal Pradesh,2019,3,Upper Siang District,1419,3927440.4417752204
Arunachal Pradesh,2019,3,Tirap District,11249,21737827.19336869
Arunachal Pradesh,2019,3,Papum Pare District,117940,301518075.7016427
Arunachal Pradesh,2019,3,Kurung Kumey District,1579,3674797.099413435
Arunachal Pradesh,2019,3,Anjaw District,4230,9665384.074972186
Arunachal Pradesh,2019,3,Siang District,2640,6888800.898705382
Arunachal Pradesh,2019,3,Lower Siang District,5348,9507511.569068512
Arunachal Pradesh,2019,3,Kra Daadi District,2187,5520848.186492377
Arunachal Pradesh,2019,3,Changlang District,29218,58354823.443366826
Arunachal Pradesh,2019,3,Pakke Kessang District,977,2145842.2925678995
Arunachal Pradesh,2019,3,Dibang Valley District,202,675909.9962923382
Arunachal Pradesh,2019,3,West Kameng District,53939,147186019.8759076
Arunachal Pradesh,2019,3,Shi Yomi District,27,30367.754712275342
Arunachal Pradesh,2019,3,East Siang District,22611,58040119.96
Arunachal Pradesh,2019,3,Upper Subansiri District,7803,22099628.49449406
Arunachal Pradesh,2019,3,East Kameng District,3814,10631335.871797241
Arunachal Pradesh,2019,3,Lohit District,24505,54539458.214344315
Arunachal Pradesh,2019,3,Lepa Rada District,2928,4930337.942058578
Arunachal Pradesh,2019,3,Tawang District,24097,72221026.28393415
Arunachal Pradesh,2019,3,Namsai District,13453,25507641.015596062
Arunachal Pradesh,2019,4,Lower Dibang Valley District,10376,21103089.24170351
Arunachal Pradesh,2019,4,Lower Subansiri District,11806,29634357.48680521
Arunachal Pradesh,2019,4,Longding District,11018,29245021.39397645
Arunachal Pradesh,2019,4,West Siang District,14581,39460255.46641725
Arunachal Pradesh,2019,4,Kamle District,999,1620922.3277442688
Arunachal Pradesh,2019,4,Upper Siang District,4165,12739585.63873403
Arunachal Pradesh,2019,4,Tirap District,16459,38467790.73
Arunachal Pradesh,2019,4,Papum Pare District,143272,378838002.3434037
Arunachal Pradesh,2019,4,Kurung Kumey District,1343,4526789.748638094
Arunachal Pradesh,2019,4,Anjaw District,5417,11887950.534618171
Arunachal Pradesh,2019,4,Siang District,4756,8833695.424992222
Arunachal Pradesh,2019,4,Lower Siang District,6628,11985865.25916152
Arunachal Pradesh,2019,4,Kra Daadi District,2830,7804936.327522229
Arunachal Pradesh,2019,4,Changlang District,33963,71874990.96
Arunachal Pradesh,2019,4,Pakke Kessang District,1194,2287739.0120923957
Arunachal Pradesh,2019,4,Dibang Valley District,267,1240493.0270471391
Arunachal Pradesh,2019,4,West Kameng District,66740,198205637.50055432
Arunachal Pradesh,2019,4,Shi Yomi District,232,170772.72677991798
Arunachal Pradesh,2019,4,East Siang District,26605,72075285.44344108
Arunachal Pradesh,2019,4,Upper Subansiri District,9285,28319761.87384963
Arunachal Pradesh,2019,4,East Kameng District,5646,19408662.748470772
Arunachal Pradesh,2019,4,Lohit District,29281,67502324.59236205
Arunachal Pradesh,2019,4,Lepa Rada District,4245,8888753.875914622
Arunachal Pradesh,2019,4,Tawang District,30077,91949243.60711189
Arunachal Pradesh,2019,4,Namsai District,18290,32501252.235055383
Arunachal Pradesh,2020,1,Lower Dibang Valley District,14400,29552510.94
Arunachal Pradesh,2020,1,Lower Subansiri District,15770,34273250.72
Arunachal Pradesh,2020,1,Longding District,13240,35267439.983279385
Arunachal Pradesh,2020,1,West Siang District,19728,47929440.73153875
Arunachal Pradesh,2020,1,Kamle District,1434,3418975.8263023924
Arunachal Pradesh,2020,1,Upper Siang District,7055,17820679.64619372
Arunachal Pradesh,2020,1,Tirap District,18369,40877851.79372531
Arunachal Pradesh,2020,1,Papum Pare District,180373,457430754.15953165
Arunachal Pradesh,2020,1,Kurung Kumey District,2294,5942677.061635139
Arunachal Pradesh,2020,1,Anjaw District,5025,12808735.86
Arunachal Pradesh,2020,1,Siang District,5136,11962344.13711079
Arunachal Pradesh,2020,1,Lower Siang District,8047,15520255.40397513
Arunachal Pradesh,2020,1,Kra Daadi District,3407,10045462.795181291
Arunachal Pradesh,2020,1,Changlang District,43858,93461363.58699806
Arunachal Pradesh,2020,1,Pakke Kessang District,2044,3425821.315796173
Arunachal Pradesh,2020,1,Dibang Valley District,397,878784.5955219769
Arunachal Pradesh,2020,1,West Kameng District,75363,198712422.2374845
Arunachal Pradesh,2020,1,Shi Yomi District,117,566189.9936512378
Arunachal Pradesh,2020,1,East Siang District,33743,82011539.42531273
Arunachal Pradesh,2020,1,Upper Subansiri District,12313,33686711.81345673
Arunachal Pradesh,2020,1,East Kameng District,7379,20456070.89377439
Arunachal Pradesh,2020,1,Lohit District,36985,83701268.27182505
Arunachal Pradesh,2020,1,Lepa Rada District,5721,11137993.77
Arunachal Pradesh,2020,1,Tawang District,31865,84425193.41571434
Arunachal Pradesh,2020,1,Namsai District,23112,46444942.96
Arunachal Pradesh,2020,2,Lower Dibang Valley District,26234,42360072.526896134
Arunachal Pradesh,2020,2,Lower Subansiri District,25703,46133123.51739678
Arunachal Pradesh,2020,2,Longding District,20664,54678022.50234371
Arunachal Pradesh,2020,2,West Siang District,32777,72790231.05472675
Arunachal Pradesh,2020,2,Kamle District,2397,4126243.0778709752
Arunachal Pradesh,2020,2,Upper Siang District,10899,28048492.10512026
Arunachal Pradesh,2020,2,Tirap District,28830,63497030.84081016
Arunachal Pradesh,2020,2,Papum Pare District,221728,535085907.34048563
Arunachal Pradesh,2020,2,Kurung Kumey District,3847,11359743.45705319
Arunachal Pradesh,2020,2,Anjaw District,7617,18795023.53147722
Arunachal Pradesh,2020,2,Siang District,9827,18585670.46796793
Arunachal Pradesh,2020,2,Lower Siang District,13321,23571085.32253689
Arunachal Pradesh,2020,2,Kra Daadi District,5264,15730996.227462541
Arunachal Pradesh,2020,2,Changlang District,69279,128572447.9979738
Arunachal Pradesh,2020,2,Pakke Kessang District,3558,4635272.064395212
Arunachal Pradesh,2020,2,Dibang Valley District,966,2559724.8369189673
Arunachal Pradesh,2020,2,West Kameng District,95421,251395972.2250581
Arunachal Pradesh,2020,2,Shi Yomi District,302,1222863.4358782358
Arunachal Pradesh,2020,2,East Siang District,55680,112693868.8099896
Arunachal Pradesh,2020,2,Upper Subansiri District,18056,43140688.970285244
Arunachal Pradesh,2020,2,East Kameng District,11791,40506284.272980645
Arunachal Pradesh,2020,2,Lohit District,56541,114730675.47714491
Arunachal Pradesh,2020,2,Lepa Rada District,8601,16064862.366431031
Arunachal Pradesh,2020,2,Tawang District,44499,121561732.24171808
Arunachal Pradesh,2020,2,Namsai District,34972,54870798.314045325
Arunachal Pradesh,2020,3,Lower Dibang Valley District,27655,63469161.32860388
Arunachal Pradesh,2020,3,Lower Subansiri District,26596,59707234.22223007
Arunachal Pradesh,2020,3,Longding District,21445,63273209.984560445
Arunachal Pradesh,2020,3,West Siang District,34295,92449732.96070345
Arunachal Pradesh,2020,3,Kamle District,2618,5300885.9328534985
Arunachal Pradesh,2020,3,Upper Siang District,12707,40210852.98915006
Arunachal Pradesh,2020,3,Tirap District,30046,81539831.53
Arunachal Pradesh,2020,3,Papum Pare District,298350,859373863.7202579
Arunachal Pradesh,2020,3,Kurung Kumey District,4391,13864822.73322653
Arunachal Pradesh,2020,3,Anjaw District,9751,31524690.46028902
Arunachal Pradesh,2020,3,Siang District,10489,21236201.53145476
Arunachal Pradesh,2020,3,Lower Siang District,12456,28754627.349573273
Arunachal Pradesh,2020,3,Kra Daadi District,5676,16181045.61263587
Arunachal Pradesh,2020,3,Changlang District,73842,159158438.9254108
Arunachal Pradesh,2020,3,Pakke Kessang District,3469,6301715.335375749
Arunachal Pradesh,2020,3,Dibang Valley District,899,3061207.2925078664
Arunachal Pradesh,2020,3,West Kameng District,111029,332812237.8096209
Arunachal Pradesh,2020,3,Shi Yomi District,521,3410288.130911609
Arunachal Pradesh,2020,3,East Siang District,69710,176323789.9443782
Arunachal Pradesh,2020,3,Upper Subansiri District,24387,70811197.57521853
Arunachal Pradesh,2020,3,East Kameng District,13421,43881134.37096395
Arunachal Pradesh,2020,3,Lohit District,65889,156523653.18643108
Arunachal Pradesh,2020,3,Lepa Rada District,10150,22146313.373236038
Arunachal Pradesh,2020,3,Tawang District,56016,182137862.72423622
Arunachal Pradesh,2020,3,Namsai District,37019,76484566.53480485
Arunachal Pradesh,2020,4,Lower Dibang Valley District,33455,81929299.56817816
Arunachal Pradesh,2020,4,Lower Subansiri District,31411,97681186.89595497
Arunachal Pradesh,2020,4,Longding District,26089,74890543.91561158
Arunachal Pradesh,2020,4,West Siang District,45207,125118193.0493962
Arunachal Pradesh,2020,4,Kamle District,3611,10000596.40939699
Arunachal Pradesh,2020,4,Upper Siang District,19943,78146755.88828371
Arunachal Pradesh,2020,4,Tirap District,36124,104709589.66019578
Arunachal Pradesh,2020,4,Papum Pare District,390528,1205917753.704622
Arunachal Pradesh,2020,4,Kurung Kumey District,4581,17134470.44
Arunachal Pradesh,2020,4,Anjaw District,17228,49318880.51759694
Arunachal Pradesh,2020,4,Siang District,12962,32619173.238261122
Arunachal Pradesh,2020,4,Lower Siang District,14782,33891568.64514145
Arunachal Pradesh,2020,4,Kra Daadi District,7619,30458774.811469432
Arunachal Pradesh,2020,4,Changlang District,84852,204367875.1
Arunachal Pradesh,2020,4,Pakke Kessang District,3064,7503555.503947843
Arunachal Pradesh,2020,4,Dibang Valley District,1705,6749773.196253154
Arunachal Pradesh,2020,4,West Kameng District,129575,390436113.7366377
Arunachal Pradesh,2020,4,Shi Yomi District,1103,6627025.636333689
Arunachal Pradesh,2020,4,East Siang District,88632,250515095.18896663
Arunachal Pradesh,2020,4,Upper Subansiri District,31426,109405900.7987589
Arunachal Pradesh,2020,4,East Kameng District,16340,64104581.338872656
Arunachal Pradesh,2020,4,Lohit District,80530,196997836.7993369
Arunachal Pradesh,2020,4,Lepa Rada District,14338,39340491.72
Arunachal Pradesh,2020,4,Tawang District,67262,240482254.58453602
Arunachal Pradesh,2020,4,Namsai District,46762,111916731.5168758
Arunachal Pradesh,2021,1,Lower Dibang Valley District,32427,90709108.52350861
Arunachal Pradesh,2021,1,Lower Subansiri District,29916,106591162.9610342
Arunachal Pradesh,2021,1,Longding District,23962,75573420.97022958
Arunachal Pradesh,2021,1,West Siang District,42575,138700637.2916148
Arunachal Pradesh,2021,1,Kamle District,3092,11023767.7
Arunachal Pradesh,2021,1,Upper Siang District,21312,73026286.55263102
Arunachal Pradesh,2021,1,Tirap District,32043,110593517.14623192
Arunachal Pradesh,2021,1,Papum Pare District,419891,1388723426.715657
Arunachal Pradesh,2021,1,Kurung Kumey District,4962,22483754.80073421
Arunachal Pradesh,2021,1,Anjaw District,12823,38844865.55268997
Arunachal Pradesh,2021,1,Siang District,13679,42644184.41156319
Arunachal Pradesh,2021,1,Lower Siang District,13231,37929392.80129131
Arunachal Pradesh,2021,1,Kra Daadi District,6393,24326518.988243874
Arunachal Pradesh,2021,1,Changlang District,78849,220167765.51868472
Arunachal Pradesh,2021,1,Pakke Kessang District,3563,8146941.7919960935
Arunachal Pradesh,2021,1,Dibang Valley District,1930,7949867.973505622
Arunachal Pradesh,2021,1,West Kameng District,120906,384735272.8434415
Arunachal Pradesh,2021,1,Shi Yomi District,1251,6905518.173
Arunachal Pradesh,2021,1,East Siang District,82357,253988360.79783508
Arunachal Pradesh,2021,1,Upper Subansiri District,28053,116973014.4875367
Arunachal Pradesh,2021,1,East Kameng District,16281,77915774.21328105
Arunachal Pradesh,2021,1,Lohit District,72380,198534806.93418798
Arunachal Pradesh,2021,1,Lepa Rada District,15690,52794992.77695303
Arunachal Pradesh,2021,1,Tawang District,54137,207859088.4111589
Arunachal Pradesh,2021,1,Namsai District,45753,116637630.67690109
Arunachal Pradesh,2021,2,Lower Dibang Valley District,42091,105552358.12192988
